search URL:,https://patents.google.com/?q=TAC%253d%22biogas%22&country=BR
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
BR-112014026412-B1,process for the treatment of biomass ,Stichting Energieonderzoek Centrum Nederland,"Jan Remmert Pels, Constantinos Krokos",2012-04-23,2013-04-18,2020-11-24,,https://patents.google.com/patent/BR112014026412B1/en,https://patentimages.storage.googleapis.com/7f/d6/2a/460cd496b300f4/img0001.png
BR-PI0415619-A,method for enhancing fermentation of carbohydrate substrates and increasing alcohol yield ,Swedish Biofuels Ab,Igor Golubkov,2003-10-24,2004-10-22,2006-12-12,,https://patents.google.com/patent/BRPI0415619A/en,
BR-PI0517937-A,process of decomposition of biogenic material ,Brandenburgische Tech Universi,"Guenter Busch, Marko Sieber",2004-11-03,2005-11-03,2008-10-21,,https://patents.google.com/patent/BRPI0517937A/en,
BR-112013017594-B1,method for producing a carbon absorbing material from acidogenic digested material ,"Char Tech Inc, Dja Tech Inc","j white Andrew, W Kirk Donald, W Graydon John",2011-01-14,2012-01-12,2019-12-31,,https://patents.google.com/patent/BR112013017594B1/en,
BR-112012026247-B1,METHOD OF TREATING A RESIDUAL CURRENT HAVING ANAEROBICALLY BIODEGRADABLE COMPONENTS ,Veolia Water Solutions & Technologies Support,John Ewing,2010-04-14,2011-04-13,2019-11-26,,https://patents.google.com/patent/BR112012026247B1/en,
BR-112012027661-B1,biological and chemical method for the capture and conversion of an inorganic carbon compound and / or an organic compound containing only one carbon atom into an organic chemical ,"Kiverdi, Inc.","John Reed, lisa Dyson",2010-04-27,2011-04-27,2020-12-08,,https://patents.google.com/patent/BR112012027661B1/en,https://patentimages.storage.googleapis.com/2f/cb/fb/237d69d2d46148/img0009.png
BR-112019023517-A2,method and apparatus with at least two ejector stages to purify gas and use ,Teknologian Tutkimuskeskus Vtt Oy,"Kurkela Esa, Melin Kristian, Suomalainen Marjut, Simell Pekka",2017-05-09,2018-05-09,2020-05-19,,https://patents.google.com/patent/BR112019023517A2/en,
BR-112019021855-A2,"CONTINUOUS PROCESS FOR THE SIMULTANEOUS PRODUCTION OF LACTIC ACID AND A SECOND FERMENTATION PRODUCT FROM CEREALS AND SYSTEM TO PRODUCE CONTINUOUSLY, SIMULTANEOUSLY, TWO DEXTROSE CURRENTS FROM A CEREAL DRY MILL ",Galactic S.A.,"Van Gansberghe Frédéric, Coszach Philippe",2017-04-20,2018-04-18,2020-05-26,,https://patents.google.com/patent/BR112019021855A2/en,
BR-112019025991-A2,fuel composition and method for producing a fuel composition ,Neste Oyj,"Markku KURONEN, Ulla Kiiski, Jenni NORTIO, Kati SANDBERG",2017-06-07,2018-06-04,2020-06-30,,https://patents.google.com/patent/BR112019025991A2/en,
BR-112020014630-A2,PROCESS TO IMPROVE CARBON CONVERSION EFFICIENCY ,"Lanzatech, Inc.","Christophe Mihalcea, Robert CONRADO, Nicholas Bourdakos, Xueliang Li, Sean Simpson",2018-02-12,2019-02-12,2020-12-08,,https://patents.google.com/patent/BR112020014630A2/en,
BR-112012005763-B1,preparation method for bio-combustible materials ,"Changhae Ethanol Co Ltd, Gs Caltex Corp","Young Seung Do, Choi Gi-Wook, Hak Song Hyo, Lee Julia, Hee Cho Jung, Hee Han Min, Ho Ueom Moon, Moon Se-Kwon, Hoon Park Sung, Kim Yule",2009-09-14,2010-09-13,2020-06-09,,https://patents.google.com/patent/BR112012005763B1/en,
BR-112013032092-A2,process for digestion of organic material ,Dsm Ip Assets Bv,"Hendrik Louis Bijl, Vincent Pascal Pelenc",2011-06-29,2012-06-26,2016-09-06,,https://patents.google.com/patent/BR112013032092A2/en,
BR-PI0520689-A2,Anaerobic reactor for the removal of fat-containing long-chain fatty acids from wastewater ,Univ Do Minho,"Maria Madalena Dos Santos Alves, Merijn Amilcare Picavet, Maria Alcina Alpoim De Sousa Pereira, Diana Zita Machado De Sousa, Ana Julia Viana Cavaleiroj",2005-11-18,2005-11-18,2009-05-19,,https://patents.google.com/patent/BRPI0520689A2/en,
BR-112018006089-B1,SYSTEM FOR THE TREATMENT OF ORGANIC WASTE AND/OR WASTE ,Grenol Ip Gmbh,Kuhles Alfons,2015-09-28,2016-09-20,2023-03-14,,https://patents.google.com/patent/BR112018006089B1/en,https://patentimages.storage.googleapis.com/f2/5d/9e/35678905320da2/img0001.png
BR-PI0622184-A2,"installation for sewage purification, and, procedure for sewage purification ",Terra S R L Ricerca & Svilluppo,Antonio Bertolotto,2006-12-14,2006-12-14,2011-12-27,,https://patents.google.com/patent/BRPI0622184A2/en,
BR-PI0903285-A2,method for reducing volume and mass of household waste ,Bekon Energy Technologies Gmbh,Peter Lutz,2008-09-16,2009-09-11,2010-06-22,,https://patents.google.com/patent/BRPI0903285A2/en,
BR-102013014783-A2,"Method, method for treating ozone wastewater, and ozone wastewater treatment system ",Air Prod & Chem,"Annemarie Ott Weist, Vipul P Dholakia, Neil Hannay",2012-06-14,2013-06-13,2015-08-11,,https://patents.google.com/patent/BR102013014783A2/en,
BR-PI1000113-B1,process for de-emulsification and integrated esterification of fatty acids and their derivatives using residual reagents and simultaneous alcohol recovery and water withdrawal ,"Companhia Estadual De Aguas E Esgotos Cedae, Eco 100 Desenvolvimento Sustentado Ltda, Vinicios Marques Fagundes Marcos","Basto Oliveira Luciano, Guilherme Da Costa Marques Luiz, Vinicios Marques Fagundes Marcos",2010-01-18,2010-01-18,2019-12-24,,https://patents.google.com/patent/BRPI1000113B1/en,
BR-PI0419132-B1,"Process for storing biologically degradable materials, and device for carrying out the process ",,"Hans Kuebler, Margarita Nimmrichter, Roland Carra",2004-10-19,2004-10-19,2014-01-21,,https://patents.google.com/patent/BRPI0419132B1/en,
BR-102015010562-B1,uasb reactor with three-phase separator ,Universidade Federal De São João Del Rei,"Jackson De Oliveira Pereira, Augusto Fachinni Rodrigues, Gutemberg Geraldo Vilaça Faleiro, Josielle Marques Da Rocha, Lorranna Rust Raposo, Wellington Douglas Silva Aguiar",2015-05-08,2015-05-08,2022-05-10,,https://patents.google.com/patent/BR102015010562B1/en,https://patentimages.storage.googleapis.com/6b/98/92/3bf4d63235f32d/img0002.png
BR-102016010418-A2,METHOD AND ENERGY DISPOSAL SYSTEM OF ORGANIC WASTE AND CORRESPONDING COMPUTER PROGRAM ,Claudio De Oliveira Luiz,Claudio De Oliveira Luiz,2016-05-09,2016-05-09,2018-03-20,,https://patents.google.com/patent/BR102016010418A2/en,
BR-112016004599-B1,method for determining the siloxane content of a gas by non-dispersive infrared analysis and apparatus for determining the siloxane content of a gas by non-dispersive infrared analysis ,Teknologian Tutkimuskeskus Vtt Oy,"Jaakko Räsänen, Tuula KAJOLINNA, Mona ARNOLD",2013-09-02,2014-09-02,2021-01-19,,https://patents.google.com/patent/BR112016004599B1/en,https://patentimages.storage.googleapis.com/1a/28/5a/24dc76502924c7/img0003.png
BR-112019012665-A2,treating a filtrate from an anaerobic membrane bioreactor using reverse osmosis or nanofiltration ,Veolia Water Solutions & Tech,"Heffernan Barry, Johannes Frankin Robertus",2016-12-21,2017-12-20,2019-12-10,,https://patents.google.com/patent/BR112019012665A2/en,
BR-112017005194-A2,system and method for processing biomass ,Salonen Petteri,Salonen Petteri,2014-09-17,2015-09-15,2017-12-12,,https://patents.google.com/patent/BR112017005194A2/en,
BR-112019023492-A2,method for pretreating sludge before anaerobic digestion ,"Bl Technologies, Inc.","David Theodoulou Michael, Harrison Dorian, Debacker Marion",2017-05-11,2018-05-09,2020-05-19,,https://patents.google.com/patent/BR112019023492A2/en,
BR-112014008473-B1,process for reducing the loss of ammonia and odor from organic material to the atmosphere and installation for reducing the loss of ammonia and odor from organic material to the atmosphere ,N2 Applied As,Ingels Rune,2011-12-08,2012-12-10,2019-11-19,,https://patents.google.com/patent/BR112014008473B1/en,
BR-112014026856-B1,METHOD FOR ABSORBING CO2 FROM A GAS MIXTURE ,Evonik Operations Gmbh,"Jörn Rolker, Rolf Schneider, Benjamin Willy, Stefanie RINKER, Manfred Neumann, Jochen Niemeyer, Michael Keup, Daniel Witthaut, Matthias Seiler, Daniel Dembkowski, Volker Brehme",2012-05-07,2013-04-22,2020-12-15,,https://patents.google.com/patent/BR112014026856B1/en,
BR-PI1102314-A2,SOLID (BIO) RETENTION APPARATUS AND A METHOD FOR WASTE TREATMENT USING THIS APPLIANCE ,"Ambisys S A, Univ Do Minho","Santos Alves Maria Madalena Dos, Merijn Amilcare Picavet",2010-05-19,2011-05-19,2014-01-07,,https://patents.google.com/patent/BRPI1102314A2/en,
BR-112017018362-B1,PYROLYSIS OIL AND ITS PRODUCTION METHOD ,Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,"Andreas Hornung, Andreas Apfelbacher, Miloud Ouadi, Johannes Neumann",2015-02-27,2015-12-01,2020-09-24,,https://patents.google.com/patent/BR112017018362B1/en,https://patentimages.storage.googleapis.com/e4/59/80/2300514ecf6568/img0013.png
BR-112017010271-B1,"CENTRIFUGAL SEPARATOR, METHOD FOR SEPARATION OF PARTICLES FROM A GAS CURRENT, AND, USE OF A CENTRIFUGAL SEPARATOR ",Alfa Laval Corporate Ab,"Thomas Eliasson, Per Fonser",2014-11-21,2015-11-17,2021-06-29,,https://patents.google.com/patent/BR112017010271B1/en,https://patentimages.storage.googleapis.com/c7/9d/08/fa1f8aa2ff9251/img0001.png
BR-112021005915-A2,"device and process for separating methane from a gas mixture containing methane, carbon dioxide and hydrogen sulfide ",Evonik Fibres Gmbh,Florian Winkler,2018-10-02,2019-09-18,2021-06-29,,https://patents.google.com/patent/BR112021005915A2/en,
BR-PI0411256-A,two-phase anaerobic organic matter system and treatment ,Carollo Engineers Pc,"Ernesto Rodolfo Kilian, Craig Allen Todd",2003-03-19,2004-03-08,2006-08-01,,https://patents.google.com/patent/BRPI0411256A/en,
BR-112021007382-A2,particle filter with ultrasonic device ,Smart Material Printing B.V.,"Gregor Luthe, Silke Schäfers, Niels Ten Thije",2018-10-18,2019-10-14,2021-07-20,,https://patents.google.com/patent/BR112021007382A2/en,
BR-112014015921-A2,processes to produce lipids ,Commonwealth Scientific And Industrial Research Organisation,"Thomas Vanhercke, James Robertson Petrie, Anna El Tahchy, Surinder Pal Singh, Qing Liu",2011-12-27,2012-12-21,2021-05-25,,https://patents.google.com/patent/BR112014015921A2/en,
BR-112014019037-A8,PROCESS FOR PROCESSING PLANT WASTE ,Buehler Barth Gmbh,Lohmüller Tobias,2012-02-02,2013-02-04,2017-07-11,,https://patents.google.com/patent/BR112014019037A8/en,
BR-PI0516665-B8,PROCESSES FOR LIQUEFATION OF BIOMASSES CONTAINING POLYSACCHARIDE ,"Elsam Eng A/S, Dong Energy Power As, Dong Energy Power Holding As, Inbicon As","Felby Claus, Larsen Jan, Jorgensen Henning, Vibe-Pedersen Jakob",2004-11-29,2005-11-07,2022-08-09,,https://patents.google.com/patent/BRPI0516665B8/en,
BR-112014017856-B1,"means for absorbing co2 from a gas mixture, its preparation process, and process for absorbing co2 from a gas mixture by contacting the gas mixture with said means ",Evonik Degussa Gmbh,"Alexander Schraven, Günter Knaup, Rolf Schneider",2012-01-23,2012-11-28,2021-02-02,,https://patents.google.com/patent/BR112014017856B1/en,
BR-112017016578-B1,Control of the pre-treatment of a softwood starting material ,Sekab E-Technology Ab,Karin Hãgglund,2015-02-02,2016-01-20,2022-03-15,,https://patents.google.com/patent/BR112017016578B1/en,https://patentimages.storage.googleapis.com/cd/7f/aa/6a9bb1b41d610a/img0002.png
BR-112022021293-A2,IMPROVED CATALYST AND PROCESSES FOR THE DIRECT PRODUCTION OF LIQUID FUELS FROM CARBON DIOXIDE AND HYDROGEN ,Infinium Tech Llc,"Schuetzle Robert, Schuetzle Dennis",2020-05-04,2020-07-25,2023-02-07,,https://patents.google.com/patent/BR112022021293A2/en,
BR-112013012169-B1,'' WASHING LIQUID COMPOSITION FOR ACCIDENTING FLUID ACID COMTAMINATES IN AN INDUSTRIAL PROCESS AND ACID CONTAMINANT REDUCTION PROCESS IN AN INDUSTRIAL FLUID FLOW '' ,Nalco Company,"Alan M. Blair, Keth N. Garside, William J. Andrews, Kailas B. Sawant",2010-11-19,2011-11-17,2020-05-26,,https://patents.google.com/patent/BR112013012169B1/en,
BR-112012012380-B1,"METHOD OF DRYING MATERIALS TYPE PASTE, AND INSTALLATION FOR IMPLEMENTING A METHOD ",Degremont,Pierre Emmanuel Pardo,2009-11-23,2010-11-19,2020-09-15,,https://patents.google.com/patent/BR112012012380B1/en,https://patentimages.storage.googleapis.com/50/63/80/9b1a3b92fd13c8/img0001.png
BR-PI0924536-A2,"Method for producing a transgenic cell with increased gamma-aminobutyric acid (gaba) content to increase yield, isolated nucleic acid molecule, nucleic acid construct, vector, host cell, process for producing a polypeptide, polypeptide, antibody, and , cell nucleus, cell, plant cell nucleus, plant cell, plant tissue, propagation material, pollen, progeny, material collected or a plant ",Basf Plant Science Gmbh,"Astrid Blau, Volker Haake, Janneke Hendriks, Michael Manfred Herold, Beate Kamlage, Gunnar Plesch, Piotr Puzio, Florian Schauwecker, Hardy Schön, Oliver Thimm, Birgit Wendel",2008-10-23,2009-10-23,2015-08-11,,https://patents.google.com/patent/BRPI0924536A2/en,
BR-PI0802601-B1,detoxification process and wastewater treatment in large volumes with water recycling and utilization of organic and inorganic fillers ,"Nattech Consultoria Desenvolvimento E Pesquisa Ind Ltda, Vlc Ind E Comercio Ltda","Fonseca Dos Santos Aldemar, Alberto Caetano Carlos",2008-05-07,2008-05-07,2018-12-26,,https://patents.google.com/patent/BRPI0802601B1/en,
BR-112012022819-A2,simultaneous anoxic biological removal of phosphorus and nitrogen with energy recovery ,American Water Works Company Inc,Giraldo Eugenio,2010-09-20,2011-09-08,2018-05-15,,https://patents.google.com/patent/BR112012022819A2/en,
BR-112012011596-B1,"transformante de talaromyces, processos para a produção de um transformante de talaromyces, de um transformante múltiplo de talaromyces e de uma composição polipeptídica compreendendo uma ou mais celulases, e processos para a sacarificação de material lignocelulósico e para a preparação de um produto de fermentação ",Dsm Ip Assets Bv,"Wihelmus Hermanus Vollebregt Adrianus, Pieter Los Alrik, Vonk Brenda, Maria Jacobus Sagt Cornelis, Alexander Van Den Berg Marco, Elisabeth Francoise Schooneveld-Bergmans Margo, Antonius Damveld Robbertus",2009-11-04,2010-11-04,2018-10-02,,https://patents.google.com/patent/BR112012011596B1/pt,
BR-PI0707893-A2,talaromyces emersonii enzyme systems ,Nat Univ Ireland,"Maria Geradine Tuohy, Patrick Gerard Murray, Caroline Teresa Gilleran, Catherine Majella Collins, Francis Jeremiah Renn, Lasarina Patrivk Mclouglin, Anne Geraldine Stephanie Lydon, Alan Patrick Maloney, Mary Noelle Heneghan, Anthony John O'donoghue, Cathal Sean Mahon",2006-02-10,2007-02-09,2011-05-10,,https://patents.google.com/patent/BRPI0707893A2/en,
BR-112014017308-B1,"PROCESS FOR ANAEROBIC DIGESTION OF A SUBSTANTIALLY WATER SOLUTION, PROCESS TO PRODUCE STRUVITE (NH4MGPO4? 6H2O) AND METHOD OF PROCESSING A LIQUID MATERIAL ",Blaygow Limited,"John Morris Ross, Cornelius Martin Lynch",2012-01-12,2013-01-11,2020-03-17,,https://patents.google.com/patent/BR112014017308B1/en,
BR-PI0718901-A2,"METHODS FOR ENERGY PRODUCING, AND OPERATING A COMBUSTION DEVICE, DEVICE, ADAPTED OVEN FOR DEFLAKING FUEL POWDER, ENGINE, POWDER FUEL, AND KIT FOR ADAPTING A DEVICE ",Summerhill Biomass Systems Inc,"James K Mcknight, James T Mcknight, Edward Bacorn, Ken W White",2006-11-17,2007-11-16,2013-12-10,,https://patents.google.com/patent/BRPI0718901A2/en,
BR-PI0721923-A2,METHOD FOR THE PRODUCTION OF HUMAN AND SOIL OR SOIL SUBSTRATES RICH IN NUTRIENTS AND STORAGE WATER FOR SYSTEMS FOR SUSTAINABLE EARTH USE AND DEVELOPMENT ,Joachim Boettcher,"Haiko Pieplow, Alfons-Eduard Krieger",2007-08-10,2007-08-10,2014-03-11,,https://patents.google.com/patent/BRPI0721923A2/en,
BR-PI0712817-A2,process for the production of synthesis gas from liquefied biomass ,Elsam Kraft As,"Niels Henriksen, Martin Hogh Moller, Jan Larsen",2006-05-26,2007-05-24,2012-10-23,,https://patents.google.com/patent/BRPI0712817A2/en,
BR-PI0808359-A2,WASTE WATER TREATMENT METHOD CONTAINING PHOSPHOR AND / OR NITROGEN. ,Entechs Co,"In Chung, Chi-Dong Sung",2007-03-08,2008-03-07,2014-07-01,,https://patents.google.com/patent/BRPI0808359A2/en,
BR-112015026007-B1,PROCESS FOR THE BIOLOGICAL REMOVAL OF NITROGEN FROM WASTE WATER ,Paques I.P. B.V.,"Tim Lucas George Hendrickx, Tommaso LOTTI, Marinus Cornelis Maria Van Loosdrecht, Jans KRUIT",2013-04-16,2014-04-03,2021-09-14,,https://patents.google.com/patent/BR112015026007B1/en,
BR-PI0803895-B1,"PROCEDURE FOR THE PRODUCTION OF LIGHT HYDROCARBONS FROM METHANIC RICH GASES, STATES THE SOLID OXIDE FUEL USED FOR THE PRODUCTION OF LIGHT HYDROCARBONS, AND, CATALYST FOR LEVES GARDEN RIOBON GARS In Methane ","Oxiteno S.A. Indústria E Comércio, Instituto Alberto Luiz Coimbra De Pós Graduação E Pesquisa De Engenharia - Coppe/ufrj","Emílio Valadão De Miranda Paulo, Guilherme De Sá Luís, Eva Fuziger Gutierres Taisa, Aparecida Venâncio Selma, Caldeira Leite Leocadio Isabela, Auxiliadora Scaramelo Baldanza Maria, Schmal Martin, Perfeito Vicentini Valéria",2008-07-03,2008-07-03,2018-08-14,,https://patents.google.com/patent/BRPI0803895B1/en,
BR-112012000599-A2,"fermentative production of ethanol from glucose, galactose and arabinose using a recombinant yeast strain. ",Dsm Ip Assets B.V.,"Paul Klaassen, Gijsberdina Pieternella Van Suylekom, Bianca Elisabeth Maria Gielesen, Nicolette Jasmijn Broers, Beate Wiedemann, Wilhelmus Theodorus Antonius Maria de Laat",2009-07-10,2010-07-06,2021-08-03,,https://patents.google.com/patent/BR112012000599A2/en,
BR-PI1011933-B1,NET WASHING COMPOSITION TO ABSORP ACID CONTAMINANTS FROM FLUIDS IN AN INDUSTRIAL PROCESS AND PROCESS FOR REDUCING ACID CONTAMINANTS IN AN INDUSTRIAL FLUID FLOW ,Nalco Company,"Alan M. Blair, Keith N. Garside, Kailas B. Sawant, William J. Andrews",2009-06-30,2010-06-29,2020-10-06,,https://patents.google.com/patent/BRPI1011933B1/en,https://patentimages.storage.googleapis.com/8a/b9/22/530f39c2e32a23/img0046.png
BR-PI0819689-B1,"process for treating a mixture of liquid and solid organic waste, and device for treating organic waste ",Ile Dlmr Soc Civ,"Béatrice De Lippe, Dominique Martin, Fritz Ranke, Pierre Lemaire",2007-11-28,2008-11-27,2016-11-01,,https://patents.google.com/patent/BRPI0819689B1/en,
BR-PI1002696-B1,use of an absorbent composition in the form of granules ,Clariant S.A,"Marco Antonio Logli, Valéria Perfeito Vicentini, Marcelo Brito De Azevedo Amaral",2010-08-27,2010-08-27,2021-03-09,,https://patents.google.com/patent/BRPI1002696B1/en,
BR-112018072657-A2,device for one engine operation ,CleanTech Swiss AG,Gieger Werner,2016-05-24,2017-05-23,2019-02-19,,https://patents.google.com/patent/BR112018072657A2/en,
BR-112020011422-A2,method and system for manufacturing a three-dimensional food packaging unit from a molded pulp material and such a food packaging product ,Huhtamaki Molded Fiber Technology B.V.,Harald John Kuiper,2017-12-06,2018-12-05,2020-11-24,,https://patents.google.com/patent/BR112020011422A2/en,
BR-PI0718352-A2,GLASS FOUNDING OVEN ,Gdf Suez,"John Ward, Neil Fricker, Richard Stanley Pont, Thierry Ferlin, Stephane Maurel",2006-12-15,2007-12-14,2013-11-19,,https://patents.google.com/patent/BRPI0718352A2/en,
BR-PI0711129-A2,apparatus and method for waste material separation ,Norsk Biogass As,Bjorn Bu,2006-05-02,2007-04-30,2011-08-30,,https://patents.google.com/patent/BRPI0711129A2/en,
BR-PI1100460-A2,integrated system for recycling organic matter ,Fabricio Segabinazzi Siqueira,Fabricio Segabinazzi Siqueira,2011-02-14,2011-02-14,2013-04-30,,https://patents.google.com/patent/BRPI1100460A2/en,
BR-PI1003133-B1,method for optimization of anaerobic devices ,"Alex Barros De Sá, Cristiano Ferreira De Sá","Alex Barros De Sá, Cristiano Ferreira De Sá, Darren Paul Lawrence, Sandra Camile Almeida Mota",2010-08-30,2010-08-30,2016-07-12,,https://patents.google.com/patent/BRPI1003133B1/en,
BR-112021009688-A2,ADVANCED PHOSPHORUS RECOVERY PROCESS AND INSTALLATION ,Cambi Technology As,"Hans Rasmus Holte, Davy P.M. Ringoot",2018-11-21,2019-11-21,2021-08-31,,https://patents.google.com/patent/BR112021009688A2/en,
BR-PI0719609-A2,Apparatus for the production of a stable oxidizing biocide and Apparatus for the production of a stable chloramine ,Nalco Co,"Amit Gupta, Manian Ramesh, Randall Elliott",2006-12-29,2007-12-27,2013-12-10,,https://patents.google.com/patent/BRPI0719609A2/en,
BR-112012022863-B1,method for extracting lipids from aqueous suspensions of biomass ,Natex Prozesstechnologie Gesmbh,"Lack Eduard, Lang Franz, Siedlitz Helmut, Sova Martin",2010-03-11,2011-03-11,2019-12-31,,https://patents.google.com/patent/BR112012022863B1/en,
BR-102012029806-A2,plant for the fermentation of organic solid matter ,Renergon Internat Ag,"Gebhard Betz, Karl-Heinz Restle",2011-11-24,2012-11-23,2015-11-17,,https://patents.google.com/patent/BR102012029806A2/en,
BR-PI0707791-A2,"device for attenuating / controlling foaming originated in the course of an industrial process without the use of defoaming / defoaming agent, method for attenuating / controlling foaming in an industrial process without the use of defoaming agent, and process plant industrial ",Nitin Sureshrao Chavan,Nitin Sureshrao Chavan,2006-02-14,2007-02-12,2011-05-10,,https://patents.google.com/patent/BRPI0707791A2/en,
BR-112013024121-B1,process for crystallization of a water-soluble compound ,Univ Wageningen,"Johannes Cornelis Franciscus Van Bon Jeroen, Pieter Marinus Sanders Johnan, Elisabeth Bruins Marieke",2011-03-22,2012-03-19,2019-12-10,,https://patents.google.com/patent/BR112013024121B1/en,
BR-102016017395-B1,"MODIFIED UASB REACTOR, METHOD OF ENERGY USE AND USE ","Universidade Federal De Minas Gerais, Engenho Nove Engenharia Ambiental Ltda","Gilberto Caldeira Bandeira De Melo, Carlos Augusto De Lemos Chernicharo, Cláudio Leite De Souza, Artur Tôrres Filho",2016-07-27,2016-07-27,2023-01-10,,https://patents.google.com/patent/BR102016017395B1/en,https://patentimages.storage.googleapis.com/76/43/ce/90b122ba0ea028/img0001.png
BR-102016012858-A2,STATION AND PROCESS OF TREATMENT OF GRAY WATER FOR NON-POTABLE REUSE WATER PRODUCTION ,Fluir Engenharia Ltda-Epp,Keller Franci Thiago,2016-06-06,2016-06-06,2017-12-19,,https://patents.google.com/patent/BR102016012858A2/en,
BR-PI0707891-A2,"device for attenuating / controlling foaming originated in the course of an industrial process without the use of defoaming / defoaming agent, method for attenuating / controlling foaming in an industrial process without the use of defoaming agent, and process plant industrial ",Basell Polyolefine Gmbh,"Christoph Kiener, Rainer Karer, Jens Wiesecke, Gerhardus Meier",2006-01-31,2007-01-24,2011-05-10,,https://patents.google.com/patent/BRPI0707891A2/en,
BR-PI0812607-A2,"method for producing synthesis gas, method for producing methanol, method for forming an ester and system for producing liquid fuel ",Engineuity Res And Development Ltd,"Yogev Amnon, Gamzon Eliyahu",2007-07-13,2008-07-10,2019-04-30,,https://patents.google.com/patent/BRPI0812607A2/en,
BR-112013018301-A2,"a method for treating an effluent comprising methanization, biological treatment, methanized sludge and biological sludge digestion, and digested sludge methanization ",Veolia Water Solutions & Tech,Thierry Arnaud,2011-02-01,2012-02-01,2016-11-16,,https://patents.google.com/patent/BR112013018301A2/en,
BR-MU8502055-U,constructive disposal in wastewater treatment system ,Sansuy Plasticos Ind,Takeshi Honda,2005-09-27,2005-09-27,2006-02-21,,https://patents.google.com/patent/BRMU8502055U/en,
BR-112021009004-A2,"composition of growth medium, process for its preparation and methods for producing biomass and value-added products ",String Bio Private Limited,"Basavaraj Palabhanvi, Sandeep Kumar C, Hamsini Subramanian, Naga Sairam S, Purvesh Shingala, Ezhil Subbian",2018-11-09,2019-11-11,2021-08-10,,https://patents.google.com/patent/BR112021009004A2/en,
BR-8104997-A,Processo quimico-industrial de aproveitamento de biogas para obtencao de butano e isobutano ,Co Brasileira De Tratores,Ove Schirm,1981-07-30,1981-07-30,1983-03-08,,https://patents.google.com/patent/BR8104997A/pt,
BR-8107104-A,IMPROVEMENT IN BIOGAS ENGINES FOR TRACTORS ,Arysio Nunes Dos Santos,Arysio Nunes Dos Santos,1981-10-22,1981-10-22,1983-05-24,,https://patents.google.com/patent/BR8107104A/en,
BR-8009043-A,"Secador de produtos agricolas a energia solar,eletrica,lenha ou biogas ",Eliseu Crispim Jack,Eliseu Crispim Jack,1980-08-12,1980-08-12,1982-08-24,,https://patents.google.com/patent/BR8009043A/pt,
BR-8400579-A,"Sistema para beneficiamento do biogas e processo para lavagem,separacao e o aproveitamento do gas metano nele contido ",Vega Sopave S A,Cesare Mercando,1984-02-10,1984-02-10,1985-01-29,,https://patents.google.com/patent/BR8400579A/pt,
BR-8106671-A,PRODUCTION SYSTEM FILTERING STORAGE AND PACKAGING OF BIOGAS IN PORTABLE CONTAINERS INTENDED FOR CONSUMPTION IN MOTOR VEHICLES AND OTHER PURPOSES ,Erasmo Correa De Moura,Erasmo Correa De Moura,1981-10-09,1981-10-09,1983-05-17,,https://patents.google.com/patent/BR8106671A/en,
BR-8101883-A,DEVICE FOR BIOGAS GENERATION ,Lipp Xaver,X Lipp,1980-04-05,1981-03-30,1981-10-06,,https://patents.google.com/patent/BR8101883A/en,
BR-8300162-A,PROCESS AND EQUIPMENT FOR THE USE OF ORGANIC MATERIA WITH THE PRODUCTION OF BIOGAS ,Eduardo Klovrza,Eduardo Klovrza,1983-01-14,1983-01-14,1984-08-21,,https://patents.google.com/patent/BR8300162A/en,
BR-9601138-A,Biogas desulfurization system ,Energen Engenharia Ltda,"Ramalho Ortigao Roberto Candal, Miranda Kleber Hamilt Ferreira, Machado Claudio Rossi",1996-03-18,1996-03-18,1998-01-06,,https://patents.google.com/patent/BR9601138A/en,
BR-6101046-U,Filtro de co2 para biogas ,Co Brasileira De Tratores,Ove Schirm,1981-07-30,1981-07-30,1983-03-08,,https://patents.google.com/patent/BR6101046U/pt,
BR-6100428-U,PREFABRICATED BIODIGESTOR WITH A MIXER FOR HEATING AND FILTERING OF BIOGAS ,Costa Pereira Roberto Da,Maricio De Barros,1981-04-01,1981-04-01,1982-11-09,,https://patents.google.com/patent/BR6100428U/en,
BR-6401797-U,Regulador de pressao para biogas ,Alianca Metalurgica S A,Alvaro Benedito Da Silva,1984-10-30,1984-10-30,1986-06-03,,https://patents.google.com/patent/BR6401797U/pt,
BR-MU8700505-U2,Improvements to biogas-powered internal combustion engines ,Cia Branco Motores,Oscar Branco,2007-05-16,2007-05-16,2008-12-30,,https://patents.google.com/patent/BRMU8700505U2/en,
BR-8100056-A,BIOMASS DIGESTORS WITH BIOGAS STORAGE OF WATERPROOF FLEXIBLE MATERIAL ,Bela John Edward Zettl,Bela John Edward Zettl,1981-01-07,1981-01-07,1982-09-08,,https://patents.google.com/patent/BR8100056A/en,
BR-8302215-A,Processo e equipamento para separacao de metano e gas carbonio provenientes do biogas ,Decio De Moura Rinaldi,Decio De Moura Rinaldi,1983-04-29,1983-04-29,1984-12-04,,https://patents.google.com/patent/BR8302215A/pt,
